,GPStime,peakFreq,snr,amplitude,centralFreq,duration,bandwidth,chisq,chisqDof,confidence,id,ifo,label,imgUrl,Q-value
68222,1238415802,35.18,14.108,6.740000000000001e-22,156.63,3.5,281.260742,0,0,1.0,ZZH2kvqHiZ,V1,Scattered_Light,https://ldas-jobs.ligo.caltech.edu/~gravityspy/runs/O3/Virgo/vM3mqmKeui/ZZH2kvqHiZ.png,45.255
68223,1246677883,40.202,8.958,2.68e-22,3705.439,1.519,7373.038574,0,0,1.0,04tz13u7ar,V1,Scattered_Light,https://ldas-jobs.ligo.caltech.edu/~gravityspy/runs/${RUN}/Virgo/h4ZuhHFGNp/04tz13u7ar.png,45.255
68238,1249926860,24.32,9.522,9.94e-22,1563.84,2.0,3092.699463,0,0,1.0,582Xe5d8pj,V1,Scattered_Light,https://ldas-jobs.ligo.caltech.edu/~gravityspy/runs/${RUN}/Virgo/4yvvqGr84i/582Xe5d8pj.png,45.255
68247,1249856726,24.329,9.119,1.02e-21,28.467,1.0,17.42524,0,0,1.0,mmNHNrUseo,V1,Scattered_Light,https://ldas-jobs.ligo.caltech.edu/~gravityspy/runs/${RUN}/Virgo/HFhhpkqPcv/mmNHNrUseo.png,45.255
68257,1251793278,29.123,7.776,3.91e-22,2511.787,0.625,4984.063965,0,0,1.0,uEBbdNUk8u,V1,Scattered_Light,https://ldas-jobs.ligo.caltech.edu/~gravityspy/runs/${RUN}/Virgo/BWJ1ZWljy7/uEBbdNUk8u.png,45.255
68264,1240451868,38.903,12.321,2.99e-22,42.988,3.688,53.97562,0,0,1.0,YAnCj9FlYb,V1,Scattered_Light,https://ldas-jobs.ligo.caltech.edu/~gravityspy/runs/${RUN}/Virgo/bEH4JDo6KR/YAnCj9FlYb.png,45.255
68285,1240050265,32.899,13.853,6.08e-22,3983.241,2.552,7934.48291,0,0,1.0,8gQ0Xt8912,V1,Scattered_Light,https://ldas-jobs.ligo.caltech.edu/~gravityspy/runs/${RUN}/Virgo/aDsL7haEFp/8gQ0Xt8912.png,45.255
68308,1249858591,28.77,9.44,4.6e-22,1931.417,1.074,3817.208496,0,0,1.0,fcOaLsYszN,V1,Scattered_Light,https://ldas-jobs.ligo.caltech.edu/~gravityspy/runs/${RUN}/Virgo/HFhhpkqPcv/fcOaLsYszN.png,45.255
68309,1249909083,22.247,8.542,1.3400000000000002e-21,1462.128,1.5,2892.256592,0,0,1.0,bDALroYZrO,V1,Scattered_Light,https://ldas-jobs.ligo.caltech.edu/~gravityspy/runs/${RUN}/Virgo/Z43xKO4DdH/bDALroYZrO.png,22.627
68332,1238689131,29.123,13.748,1.04e-21,1361.649,1.625,2683.789063,0,0,1.0,We25fqzfTX,V1,Scattered_Light,https://ldas-jobs.ligo.caltech.edu/~gravityspy/runs/${RUN}/Virgo/SYvfd33N8H/We25fqzfTX.png,22.627
68343,1251837009,28.77,10.066,4.95e-22,28.467,1.5,17.42524,0,0,1.0,1sYfHdxaPQ,V1,Scattered_Light,https://ldas-jobs.ligo.caltech.edu/~gravityspy/runs/${RUN}/Virgo/mi85SPiBe2/1sYfHdxaPQ.png,22.627
68345,1249124623,26.116,8.803,8.42e-22,1029.748,1.063,2019.986572,0,0,1.0,v1kvxQrgMz,V1,Scattered_Light,https://ldas-jobs.ligo.caltech.edu/~gravityspy/runs/${RUN}/Virgo/OP7KcALNvw/v1kvxQrgMz.png,45.255
68410,1238670872,42.952,8.758,2.44e-22,40.533,1.125,32.28603,0,0,1.0,KiZlArgkpr,V1,Scattered_Light,https://ldas-jobs.ligo.caltech.edu/~gravityspy/runs/${RUN}/Virgo/k806qdy5nf/KiZlArgkpr.png,11.314
68424,1238415901,36.38,12.408,4.92e-22,3837.665,1.656,7635.820801,0,0,1.0,sfnx7V4SU0,V1,Scattered_Light,https://ldas-jobs.ligo.caltech.edu/~gravityspy/runs/O3/Virgo/vM3mqmKeui/sfnx7V4SU0.png,22.627
68425,1238416054,21.249,9.549,4.13e-21,3983.241,2.436,7934.48291,0,0,1.0,L2m2nXx2ZR,V1,Scattered_Light,https://ldas-jobs.ligo.caltech.edu/~gravityspy/runs/O3/Virgo/vM3mqmKeui/L2m2nXx2ZR.png,22.627
68433,1252668093,21.854,9.173,2.26e-21,1329.049,1.583,2626.098145,0,0,1.0,l3IZt0Gu2c,V1,Scattered_Light,https://ldas-jobs.ligo.caltech.edu/~gravityspy/runs/${RUN}/Virgo/8fuoz9OIhw/l3IZt0Gu2c.png,45.255
68452,1253250147,31.814,8.959,6.05e-22,3409.167,1.585,6786.334961,0,0,1.0,CNsDZufWzz,V1,Scattered_Light,https://ldas-jobs.ligo.caltech.edu/~gravityspy/runs/${RUN}/Virgo/o0foksNrOG/CNsDZufWzz.png,22.627
68474,1241487961,21.276,8.932,2.16e-21,3882.878,4.0,7729.739746,0,0,1.0,rAIU08Fryf,V1,Scattered_Light,https://ldas-jobs.ligo.caltech.edu/~gravityspy/runs/${RUN}/Virgo/3sa1PFKg3L/rAIU08Fryf.png,45.255
68489,1252648305,36.638,8.538,2.23e-22,35.147,0.875,21.51421,0,0,1.0,70yR5EwCk0,V1,Scattered_Light,https://ldas-jobs.ligo.caltech.edu/~gravityspy/runs/${RUN}/Virgo/B8DyA3xEe0/70yR5EwCk0.png,45.255
68505,1253868857,29.751,11.201,6.3e-22,28.467,1.25,17.42524,0,0,1.0,YYk80MyVDv,V1,Scattered_Light,https://ldas-jobs.ligo.caltech.edu/~gravityspy/runs/${RUN}/Virgo/PsGa0AtEZN/YYk80MyVDv.png,45.255
68511,1252696568,39.345,10.494,2.23e-22,3299.68,2.0,6563.344238,0,0,1.0,bqBLKVlXTU,V1,Scattered_Light,https://ldas-jobs.ligo.caltech.edu/~gravityspy/runs/${RUN}/Virgo/Io5Kvyjimf/bqBLKVlXTU.png,45.255
68516,1253199781,32.966,7.68,1.16e-21,1934.46,0.75,3811.122314,0,0,1.0,BUnOeH46GJ,V1,Scattered_Light,https://ldas-jobs.ligo.caltech.edu/~gravityspy/runs/${RUN}/Virgo/AjPaEIwx9L/BUnOeH46GJ.png,45.255
68530,1253314625,32.923,7.585,5.18e-22,3632.441,1.0,7202.312012,0,0,1.0,uPKsIIu40J,V1,Scattered_Light,https://ldas-jobs.ligo.caltech.edu/~gravityspy/runs/${RUN}/Virgo/dFOV9XOOJf/uPKsIIu40J.png,45.255
68559,1252005430,25.159,17.814,1.73e-21,1644.648,2.063,3257.296143,0,0,1.0,0QYCkiwng6,V1,Scattered_Light,https://ldas-jobs.ligo.caltech.edu/~gravityspy/runs/${RUN}/Virgo/L0T5DssaPT/0QYCkiwng6.png,22.627
68562,1239289721,37.967,9.16,4.1200000000000003e-22,38.49,1.375,5.429,0,0,1.0,O6uGvPyq5H,V1,Scattered_Light,https://ldas-jobs.ligo.caltech.edu/~gravityspy/runs/${RUN}/Virgo/r6YUfHciTx/O6uGvPyq5H.png,45.255
68572,1240127581,21.276,9.83,1.9900000000000003e-21,28.602,1.5,25.2041,0,0,1.0,DeO0KSqWBq,V1,Scattered_Light,https://ldas-jobs.ligo.caltech.edu/~gravityspy/runs/${RUN}/Virgo/xoeLTR1bO9/DeO0KSqWBq.png,45.255
68576,1249887918,26.904,12.154,7.91e-22,3352.189,1.25,6664.868164,0,0,1.0,tF3zWjJP3R,V1,Scattered_Light,https://ldas-jobs.ligo.caltech.edu/~gravityspy/runs/${RUN}/Virgo/CGU5Vqof2d/tF3zWjJP3R.png,45.255
68581,1238395000,19.056,14.28,9.37e-21,36.338,2.5,40.676109,0,0,1.0,XiLxi2Zwsa,V1,Scattered_Light,https://ldas-jobs.ligo.caltech.edu/~gravityspy/runs/O3/Virgo/vM3mqmKeui/XiLxi2Zwsa.png,45.255
68590,1240344274,19.604,11.993,2.02e-20,3659.138,3.0,7286.275879,0,0,1.0,klC8YgIp6R,V1,Scattered_Light,https://ldas-jobs.ligo.caltech.edu/~gravityspy/runs/${RUN}/Virgo/cwm0gcv31A/klC8YgIp6R.png,45.255
68593,1253849886,32.966,7.814,9.16e-22,533.35,1.34,1002.589905,0,0,1.0,enY9RS90oC,V1,Scattered_Light,https://ldas-jobs.ligo.caltech.edu/~gravityspy/runs/${RUN}/Virgo/1J1Ditk65m/enY9RS90oC.png,45.255
68597,1253150003,32.966,7.586,1.2800000000000001e-21,32.94,0.75,3.31044,0,0,1.0,ZK2OBaYchC,V1,Scattered_Light,https://ldas-jobs.ligo.caltech.edu/~gravityspy/runs/${RUN}/Virgo/j5nPzUym85/ZK2OBaYchC.png,45.255
68605,1251804513,34.02,8.76,2.72e-22,3242.337,1.25,6443.762695,0,0,1.0,ntdLLPzj7M,V1,Scattered_Light,https://ldas-jobs.ligo.caltech.edu/~gravityspy/runs/${RUN}/Virgo/BWJ1ZWljy7/ntdLLPzj7M.png,45.255
68606,1243158587,31.814,8.169,3.71e-22,3764.125,3.0,7496.249512,0,0,1.0,DiyfD5LTQJ,V1,Scattered_Light,https://ldas-jobs.ligo.caltech.edu/~gravityspy/runs/${RUN}/Virgo/QykTUR74YE/DiyfD5LTQJ.png,45.255
68634,1248950820,29.712,10.234,4.33e-22,96.237,1.531,143.693146,0,0,1.0,hD25JacuBM,V1,Scattered_Light,https://ldas-jobs.ligo.caltech.edu/~gravityspy/runs/${RUN}/Virgo/MaTa2cx6c2/hD25JacuBM.png,45.255
68647,1241179454,28.55,8.601,4.570000000000001e-22,2339.815,1.25,4640.121582,0,0,1.0,aMHUKlputN,V1,Scattered_Light,https://ldas-jobs.ligo.caltech.edu/~gravityspy/runs/${RUN}/Virgo/CaOkrVb00I/aMHUKlputN.png,45.255
68650,1250254366,23.527,12.347,1.6700000000000002e-21,3489.112,3.027,6946.224609,0,0,1.0,iasNgh3LLh,V1,Scattered_Light,https://ldas-jobs.ligo.caltech.edu/~gravityspy/runs/${RUN}/Virgo/HOQXHUCY5f/iasNgh3LLh.png,22.627
68657,1250432793,21.854,11.403,1.76e-21,3799.787,3.375,7567.57373,0,0,1.0,9TFyEbMjaL,V1,Scattered_Light,https://ldas-jobs.ligo.caltech.edu/~gravityspy/runs/${RUN}/Virgo/l5hQMOlTBN/9TFyEbMjaL.png,45.255
68669,1252587495,17.837,9.805,3.5400000000000006e-21,36.338,2.0,40.676109,0,0,1.0,sSdqfYXHgT,V1,Scattered_Light,https://ldas-jobs.ligo.caltech.edu/~gravityspy/runs/${RUN}/Virgo/8bono88DXY/sSdqfYXHgT.png,45.255
68673,1253718446,33.279,8.361,7e-22,30.5,1.0,12.21892,0,0,1.0,9mfPNQdbfY,V1,Scattered_Light,https://ldas-jobs.ligo.caltech.edu/~gravityspy/runs/${RUN}/Virgo/U2Tlpz4G2D/9mfPNQdbfY.png,45.255
68677,1240325370,30.765,9.801,4.47e-22,3728.798,2.1,7425.595703,0,0,1.0,lwLJmu5v8x,V1,Scattered_Light,https://ldas-jobs.ligo.caltech.edu/~gravityspy/runs/${RUN}/Virgo/9ym8sk4SiD/lwLJmu5v8x.png,22.627
68703,1252597410,40.052,8.255,1.83e-22,31.188,1.125,30.375971,0,0,1.0,Xtyo1ghXiQ,V1,Scattered_Light,https://ldas-jobs.ligo.caltech.edu/~gravityspy/runs/${RUN}/Virgo/AAmj3jPaRp/Xtyo1ghXiQ.png,45.255
68704,1253724779,32.923,7.653,5.84e-22,31.747,1.0,5.69653,0,0,1.0,a8loKaRlVy,V1,Scattered_Light,https://ldas-jobs.ligo.caltech.edu/~gravityspy/runs/${RUN}/Virgo/Hkz6SrMiDF/a8loKaRlVy.png,45.255
68738,1238395686,26.586,9.218,9.67e-22,2380.434,1.25,4721.358398,0,0,1.0,uEnyEvdqEA,V1,Scattered_Light,https://ldas-jobs.ligo.caltech.edu/~gravityspy/runs/O3/Virgo/vM3mqmKeui/uEnyEvdqEA.png,45.255
68739,1248783990,29.155,8.762,3.98e-22,3886.712,1.797,7722.071777,0,0,1.0,W1wOsdKWgr,V1,Scattered_Light,https://ldas-jobs.ligo.caltech.edu/~gravityspy/runs/${RUN}/Virgo/hBKSp8hMHL/W1wOsdKWgr.png,45.255
68741,1253940770,32.966,7.721,6.98e-22,3337.562,1.0,6612.553711,0,0,1.0,rJl5qm8qVh,V1,Scattered_Light,https://ldas-jobs.ligo.caltech.edu/~gravityspy/runs/${RUN}/Virgo/apDvEPgq4N/rJl5qm8qVh.png,45.255
68747,1238465040,25.673,12.123,1.6100000000000001e-21,26.59,2.0,21.17977,0,0,1.0,DHZa5xUzYU,V1,Scattered_Light,https://ldas-jobs.ligo.caltech.edu/~gravityspy/runs/O3/Virgo/51Huql6tYv/DHZa5xUzYU.png,22.627
68748,1238465040,25.673,12.123,1.6100000000000001e-21,26.59,2.0,21.17977,0,0,1.0,XAeMH4JAcI,V1,Scattered_Light,https://ldas-jobs.ligo.caltech.edu/~gravityspy/runs/O3/Virgo/OcrwHrGz8y/XAeMH4JAcI.png,22.627
68749,1240403072,37.62,11.737,5.0300000000000005e-22,31.709,0.75,29.334761,0,0,1.0,EVmWQVdN8N,V1,Scattered_Light,https://ldas-jobs.ligo.caltech.edu/~gravityspy/runs/${RUN}/Virgo/pknIKCXbHt/EVmWQVdN8N.png,45.255
68756,1249788374,28.77,11.697,6.48e-22,32.829,1.5,26.149771,0,0,1.0,oQnUmsuKCB,V1,Scattered_Light,https://ldas-jobs.ligo.caltech.edu/~gravityspy/runs/${RUN}/Virgo/NkyPdzOfby/oQnUmsuKCB.png,22.627
68757,1240352116,22.751,9.396,1.6400000000000002e-21,2081.292,1.517,4130.583496,0,0,1.0,f7JNABs289,V1,Scattered_Light,https://ldas-jobs.ligo.caltech.edu/~gravityspy/runs/${RUN}/Virgo/cwm0gcv31A/f7JNABs289.png,45.255
68759,1243153268,22.632,8.902,3.1200000000000004e-21,285.29,1.25,538.580383,0,0,1.0,OjkuY1dmRv,V1,Scattered_Light,https://ldas-jobs.ligo.caltech.edu/~gravityspy/runs/${RUN}/Virgo/QykTUR74YE/OjkuY1dmRv.png,11.314
68787,1253861257,35.18,8.088,2.92e-22,2513.872,0.75,4979.894043,0,0,1.0,bThHForbCE,V1,Scattered_Light,https://ldas-jobs.ligo.caltech.edu/~gravityspy/runs/${RUN}/Virgo/1J1Ditk65m/bThHForbCE.png,45.255
68808,1253178558,22.001,9.959,2.0900000000000002e-21,3813.464,1.875,7594.927246,0,0,1.0,B2ZlYeymH1,V1,Scattered_Light,https://ldas-jobs.ligo.caltech.edu/~gravityspy/runs/${RUN}/Virgo/AjPaEIwx9L/B2ZlYeymH1.png,45.255
68830,1250361300,31.445,7.842,3.03e-22,3989.351,1.0,7922.263672,0,0,1.0,deP2YkwCLq,V1,Scattered_Light,https://ldas-jobs.ligo.caltech.edu/~gravityspy/runs/${RUN}/Virgo/X9LM4rqcBC/deP2YkwCLq.png,45.255
68868,1253203207,33.279,8.049,9.66e-22,1643.292,1.0,3254.583984,0,0,1.0,9px5qpay6e,V1,Scattered_Light,https://ldas-jobs.ligo.caltech.edu/~gravityspy/runs/${RUN}/Virgo/Bh842vCVZH/9px5qpay6e.png,22.627
68869,1247028228,29.585,7.652,9.87e-22,28.844,1.0,6.33538,0,0,1.0,c4lCiEsu4G,V1,Scattered_Light,https://ldas-jobs.ligo.caltech.edu/~gravityspy/runs/${RUN}/Virgo/bZNRd2McvV/c4lCiEsu4G.png,45.255
68916,1238389992,19.237,26.46,1.69e-20,24.263,3.0,16.52635,0,0,1.0,jH07zGYzLX,V1,Scattered_Light,https://ldas-jobs.ligo.caltech.edu/~gravityspy/runs/O3/Virgo/vM3mqmKeui/jH07zGYzLX.png,45.255
68940,1240925859,37.476,14.449,3.6300000000000003e-22,2021.175,1.625,4010.349609,0,0,1.0,capZkVx6uU,V1,Scattered_Light,https://ldas-jobs.ligo.caltech.edu/~gravityspy/runs/${RUN}/Virgo/ZRBIv2Kj84/capZkVx6uU.png,11.314
68953,1241344895,27.064,9.087,6.91e-22,773.488,1.25,1510.960205,0,0,1.0,5n2NFRHbF6,V1,Scattered_Light,https://ldas-jobs.ligo.caltech.edu/~gravityspy/runs/${RUN}/Virgo/h6i4fGwg3o/5n2NFRHbF6.png,45.255
68972,1240076088,22.001,9.34,1.6600000000000001e-21,263.835,1.969,489.007904,0,0,1.0,nlaRRuIMl9,V1,Scattered_Light,https://ldas-jobs.ligo.caltech.edu/~gravityspy/runs/${RUN}/Virgo/4yRX1XXgX6/nlaRRuIMl9.png,45.255
68975,1241343293,17.992,7.878,3.36e-21,25.047,1.5,18.09473,0,0,1.0,wlyQIJityM,V1,Scattered_Light,https://ldas-jobs.ligo.caltech.edu/~gravityspy/runs/${RUN}/Virgo/h6i4fGwg3o/wlyQIJityM.png,45.255
68981,1241403941,27.821,13.202,9.77e-22,2083.169,1.25,4126.829102,0,0,1.0,BVxelENDaC,V1,Scattered_Light,https://ldas-jobs.ligo.caltech.edu/~gravityspy/runs/${RUN}/Virgo/1TYAFMQ6rZ/BVxelENDaC.png,45.255
68988,1240357646,23.527,9.92,1.52e-21,23.057,1.5,14.11342,0,0,1.0,l5ez0HFQWa,V1,Scattered_Light,https://ldas-jobs.ligo.caltech.edu/~gravityspy/runs/${RUN}/Virgo/nw710haftC/l5ez0HFQWa.png,22.627
68989,1249998513,26.904,9.139,5.41e-22,3243.516,1.033,6441.405762,0,0,1.0,3OPkJD6Uki,V1,Scattered_Light,https://ldas-jobs.ligo.caltech.edu/~gravityspy/runs/${RUN}/Virgo/Mo0ASXj4kh/3OPkJD6Uki.png,45.255
68990,1252016764,30.659,9.088,4.66e-22,2380.434,1.375,4721.358398,0,0,1.0,xmAxNvWHAI,V1,Scattered_Light,https://ldas-jobs.ligo.caltech.edu/~gravityspy/runs/${RUN}/Virgo/L0T5DssaPT/xmAxNvWHAI.png,45.255
68991,1251794058,22.377,8.325,1.2200000000000001e-21,3813.464,2.5,7594.927246,0,0,1.0,VlmNc5qNbJ,V1,Scattered_Light,https://ldas-jobs.ligo.caltech.edu/~gravityspy/runs/${RUN}/Virgo/BWJ1ZWljy7/VlmNc5qNbJ.png,22.627
69000,1238465329,47.657,355.051,1.97e-20,3746.261,25.25,7460.522949,0,0,1.0,cZyetbHPtU,V1,Scattered_Light,https://ldas-jobs.ligo.caltech.edu/~gravityspy/runs/O3/Virgo/51Huql6tYv/cZyetbHPtU.png,45.255
69001,1238465329,47.657,355.051,1.97e-20,3746.261,25.25,7460.522949,0,0,1.0,a2icuLebaP,V1,Scattered_Light,https://ldas-jobs.ligo.caltech.edu/~gravityspy/runs/O3/Virgo/OcrwHrGz8y/a2icuLebaP.png,45.255
69008,1251885152,28.046,8.579,3.77e-22,27.965,1.25,4.57739,0,0,1.0,TBj1AOkRrj,V1,Scattered_Light,https://ldas-jobs.ligo.caltech.edu/~gravityspy/runs/${RUN}/Virgo/nPKqekOzSQ/TBj1AOkRrj.png,45.255
69026,1252025601,32.899,8.414,2.92e-22,30.5,0.5,12.21892,0,0,1.0,P023VPtPts,V1,Scattered_Light,https://ldas-jobs.ligo.caltech.edu/~gravityspy/runs/${RUN}/Virgo/wKyuZ3jlzS/P023VPtPts.png,45.255
69030,1241486441,40.772,12.947,3.61e-22,3799.787,2.961,7567.57373,0,0,1.0,nM3pIRanQm,V1,Scattered_Light,https://ldas-jobs.ligo.caltech.edu/~gravityspy/runs/${RUN}/Virgo/3sa1PFKg3L/nM3pIRanQm.png,22.627
69037,1253868043,28.77,17.302,9.81e-22,37.342,1.875,38.66782,0,0,1.0,dXO1cveMBq,V1,Scattered_Light,https://ldas-jobs.ligo.caltech.edu/~gravityspy/runs/${RUN}/Virgo/PsGa0AtEZN/dXO1cveMBq.png,22.627
69047,1241644095,19.056,18.074,5.2e-21,2964.093,5.25,5896.186035,0,0,1.0,RfidrLYkrm,V1,Scattered_Light,https://ldas-jobs.ligo.caltech.edu/~gravityspy/runs/${RUN}/Virgo/UKDI9cxVNT/RfidrLYkrm.png,45.255
69063,1238412352,22.001,20.002,5.5100000000000004e-21,3551.692,8.25,7071.383301,0,0,1.0,htxD37eUVp,V1,Scattered_Light,https://ldas-jobs.ligo.caltech.edu/~gravityspy/runs/O3/Virgo/vM3mqmKeui/htxD37eUVp.png,45.255
69081,1253320821,32.966,8.255,5.93e-22,32.94,1.25,3.31044,0,0,1.0,GgqaQtMddw,V1,Scattered_Light,https://ldas-jobs.ligo.caltech.edu/~gravityspy/runs/${RUN}/Virgo/OwAjIkRoi7/GgqaQtMddw.png,45.255
69100,1246595405,18.877,28.248,1.17e-20,2634.428,8.5,5236.856445,0,0,1.0,pdk6Kbb10E,V1,Scattered_Light,https://ldas-jobs.ligo.caltech.edu/~gravityspy/runs/${RUN}/Virgo/UCE24UwU76/pdk6Kbb10E.png,45.255
69123,1253436865,23.89,10.786,1.3600000000000001e-21,2973.356,3.5,5914.711914,0,0,1.0,9t2cD1RXKm,V1,Scattered_Light,https://ldas-jobs.ligo.caltech.edu/~gravityspy/runs/${RUN}/Virgo/LrmIWYLmtZ/9t2cD1RXKm.png,45.255
69133,1238467837,24.329,10.918,1.75e-21,633.177,1.75,1234.354858,0,0,1.0,PV9m9YGtET,V1,Scattered_Light,https://ldas-jobs.ligo.caltech.edu/~gravityspy/runs/O3/Virgo/51Huql6tYv/PV9m9YGtET.png,45.255
69134,1238467837,24.329,10.918,1.75e-21,633.177,1.75,1234.354858,0,0,1.0,6P0zMI7kDl,V1,Scattered_Light,https://ldas-jobs.ligo.caltech.edu/~gravityspy/runs/O3/Virgo/OcrwHrGz8y/6P0zMI7kDl.png,45.255
69162,1238424599,29.751,12.283,1.19e-21,2171.379,1.0,4303.249023,0,0,1.0,5BjTREU2o5,V1,Scattered_Light,https://ldas-jobs.ligo.caltech.edu/~gravityspy/runs/O3/Virgo/vM3mqmKeui/5BjTREU2o5.png,22.627
69172,1238399470,27.344,9.475,9.5e-22,154.006,2.0,276.011292,0,0,1.0,Jfmj0BdJic,V1,Scattered_Light,https://ldas-jobs.ligo.caltech.edu/~gravityspy/runs/O3/Virgo/vM3mqmKeui/Jfmj0BdJic.png,22.627
69173,1252019984,31.018,8.432,3.75e-22,33.099,1.125,34.198872,0,0,1.0,W2IVJqUZc2,V1,Scattered_Light,https://ldas-jobs.ligo.caltech.edu/~gravityspy/runs/${RUN}/Virgo/wKyuZ3jlzS/W2IVJqUZc2.png,22.627
69227,1238429058,22.632,21.005,6.97e-21,3764.125,2.75,7496.249512,0,0,1.0,ShgNuu2TOK,V1,Scattered_Light,https://ldas-jobs.ligo.caltech.edu/~gravityspy/runs/O3/Virgo/vM3mqmKeui/ShgNuu2TOK.png,22.627
69233,1252074824,22.804,7.839,9.86e-22,3310.061,2.003,6579.584473,0,0,1.0,67xK6EAVR4,V1,Scattered_Light,https://ldas-jobs.ligo.caltech.edu/~gravityspy/runs/${RUN}/Virgo/D9egv8cHIJ/67xK6EAVR4.png,22.627
69240,1240089602,22.751,14.311,2.4400000000000002e-21,3983.241,4.03,7934.48291,0,0,1.0,7oyjj1Frxu,V1,Scattered_Light,https://ldas-jobs.ligo.caltech.edu/~gravityspy/runs/${RUN}/Virgo/4yRX1XXgX6/7oyjj1Frxu.png,45.255
69271,1251840036,36.638,8.411,2.07e-22,30.952,0.625,29.904301,0,0,1.0,K07MVYBjKy,V1,Scattered_Light,https://ldas-jobs.ligo.caltech.edu/~gravityspy/runs/${RUN}/Virgo/mi85SPiBe2/K07MVYBjKy.png,45.255
69283,1238469621,21.249,8.737,2.4000000000000003e-21,30.952,0.875,29.904301,0,0,1.0,KpVyarwHII,V1,Scattered_Light,https://ldas-jobs.ligo.caltech.edu/~gravityspy/runs/O3/Virgo/51Huql6tYv/KpVyarwHII.png,22.627
69284,1238469621,21.249,8.737,2.4000000000000003e-21,30.952,0.875,29.904301,0,0,1.0,7ft0TRO8Pl,V1,Scattered_Light,https://ldas-jobs.ligo.caltech.edu/~gravityspy/runs/O3/Virgo/OcrwHrGz8y/7ft0TRO8Pl.png,22.627
69309,1253175722,28.77,10.631,6.38e-22,29.996,1.0,14.36702,0,0,1.0,lSecC2Aq2o,V1,Scattered_Light,https://ldas-jobs.ligo.caltech.edu/~gravityspy/runs/${RUN}/Virgo/AjPaEIwx9L/lSecC2Aq2o.png,22.627
69311,1240529118,27.821,9.36,6.58e-22,28.467,0.5,17.42524,0,0,1.0,2oAo40H55d,V1,Scattered_Light,https://ldas-jobs.ligo.caltech.edu/~gravityspy/runs/${RUN}/Virgo/hbUCSCG0Jc/2oAo40H55d.png,45.255
69322,1250256894,22.751,7.749,1.27e-21,1453.523,1.5,2875.046631,0,0,1.0,i3CPEjsmP6,V1,Scattered_Light,https://ldas-jobs.ligo.caltech.edu/~gravityspy/runs/${RUN}/Virgo/HOQXHUCY5f/i3CPEjsmP6.png,45.255
69326,1240414219,34.02,8.439,2.7600000000000002e-22,3710.089,0.823,7363.739258,0,0,1.0,ngcfmwoqOi,V1,Scattered_Light,https://ldas-jobs.ligo.caltech.edu/~gravityspy/runs/${RUN}/Virgo/zUa77IfIlN/ngcfmwoqOi.png,22.627
69339,1239623105,26.586,9.388,7.42e-22,28.467,1.5,17.42524,0,0,1.0,pZipoIWz1i,V1,Scattered_Light,https://ldas-jobs.ligo.caltech.edu/~gravityspy/runs/${RUN}/Virgo/plBXSW1kta/pZipoIWz1i.png,45.255
69340,1240335528,22.647,7.614,1.8700000000000002e-21,29.572,1.0,23.128401,0,0,1.0,QCZRnuJcGf,V1,Scattered_Light,https://ldas-jobs.ligo.caltech.edu/~gravityspy/runs/${RUN}/Virgo/cwm0gcv31A/QCZRnuJcGf.png,45.255
69377,1252099898,29.751,7.611,2.83e-22,2173.697,0.5,4298.613281,0,0,1.0,9ohZdiKAYH,V1,Scattered_Light,https://ldas-jobs.ligo.caltech.edu/~gravityspy/runs/${RUN}/Virgo/jwmlA83fGb/9ohZdiKAYH.png,45.255
69389,1253745118,32.923,10.065,7.89e-22,35.147,1.75,21.51421,0,0,1.0,3Ucr88Giiu,V1,Scattered_Light,https://ldas-jobs.ligo.caltech.edu/~gravityspy/runs/${RUN}/Virgo/Hkz6SrMiDF/3Ucr88Giiu.png,45.255
69413,1250590969,49.962,27.879,1.1700000000000001e-21,100.007,2.0,151.233551,0,0,1.0,tw1oP0BK4H,V1,Scattered_Light,https://ldas-jobs.ligo.caltech.edu/~gravityspy/runs/${RUN}/Virgo/wYVJdX2DfT/tw1oP0BK4H.png,45.255
69433,1253191911,26.017,9.248,7.750000000000001e-22,2378.556,1.25,4725.112793,0,0,1.0,xbDuNMpdoQ,V1,Scattered_Light,https://ldas-jobs.ligo.caltech.edu/~gravityspy/runs/${RUN}/Virgo/AjPaEIwx9L/xbDuNMpdoQ.png,22.627
69446,1248614341,29.585,13.212,1.6100000000000001e-21,36.338,2.0,40.676109,0,0,1.0,VAUawtlhev,V1,Scattered_Light,https://ldas-jobs.ligo.caltech.edu/~gravityspy/runs/${RUN}/Virgo/3qcg5ioZec/VAUawtlhev.png,45.255
69450,1253696531,33.279,7.567,6.6e-22,33.474,1.0,2.24375,0,0,1.0,TKIFxDB3OV,V1,Scattered_Light,https://ldas-jobs.ligo.caltech.edu/~gravityspy/runs/${RUN}/Virgo/U2Tlpz4G2D/TKIFxDB3OV.png,45.255
69463,1250803407,17.965,10.314,3.08e-21,2439.979,2.0,4847.958008,0,0,1.0,4Vbqw3yHG4,V1,Scattered_Light,https://ldas-jobs.ligo.caltech.edu/~gravityspy/runs/${RUN}/Virgo/sHPhsPaWza/4Vbqw3yHG4.png,45.255
69505,1238396706,30.765,12.399,7.37e-22,36.625,1.25,33.74025,0,0,1.0,tYkMDt018u,V1,Scattered_Light,https://ldas-jobs.ligo.caltech.edu/~gravityspy/runs/O3/Virgo/vM3mqmKeui/tYkMDt018u.png,22.627
