,GPStime,peakFreq,snr,amplitude,centralFreq,duration,bandwidth,chisq,chisqDof,confidence,id,ifo,label,imgUrl,Q-value
373,1244841634,51.887,495.82,9.600000000000001e-21,3411.045,21.056,6782.580566,0,0,1.0,TD48Vvl6av,V1,Scattered_Light,https://ldas-jobs.ligo.caltech.edu/~gravityspy/runs/${RUN}/Virgo/9FA97EOdRU/TD48Vvl6av.png,45.255
417,1242954154,26.03,99.239,1.36e-20,3881.874,12.75,7731.748047,0,0,1.0,GtQRsAHtzf,V1,Scattered_Light,https://ldas-jobs.ligo.caltech.edu/~gravityspy/runs/${RUN}/Virgo/KsKSqnuCYD/GtQRsAHtzf.png,45.255
419,1238279302,23.683,94.828,2.21e-20,3409.167,6.75,6786.334961,0,0,1.0,xpruhiQwJ5,V1,Scattered_Light,https://ldas-jobs.ligo.caltech.edu/~gravityspy/runs/O3/Virgo/7T8tXEwwia/xpruhiQwJ5.png,45.255
480,1238411734,26.017,51.78,8.49e-21,3350.311,10.5,6668.622559,0,0,1.0,sVDG0O0rFY,V1,Scattered_Light,https://ldas-jobs.ligo.caltech.edu/~gravityspy/runs/O3/Virgo/vM3mqmKeui/sVDG0O0rFY.png,45.255
506,1238386314,23.527,45.999,9.290000000000001e-21,3813.464,14.0,7594.927246,0,0,1.0,g6JbJbaWm1,V1,Scattered_Light,https://ldas-jobs.ligo.caltech.edu/~gravityspy/runs/O3/Virgo/vM3mqmKeui/g6JbJbaWm1.png,45.255
518,1238412993,25.159,41.97,7.530000000000001e-21,3693.803,11.0,7355.606934,0,0,1.0,2KKVZxf0Pz,V1,Scattered_Light,https://ldas-jobs.ligo.caltech.edu/~gravityspy/runs/O3/Virgo/vM3mqmKeui/2KKVZxf0Pz.png,22.627
522,1238412839,24.329,41.213,7.600000000000001e-21,3146.814,17.25,6261.62793,0,0,1.0,JOgUv4OTl3,V1,Scattered_Light,https://ldas-jobs.ligo.caltech.edu/~gravityspy/runs/O3/Virgo/vM3mqmKeui/JOgUv4OTl3.png,22.627
558,1238412619,24.329,37.68,8.63e-21,3703.979,6.0,7375.958496,0,0,1.0,xiI2EKMOUI,V1,Scattered_Light,https://ldas-jobs.ligo.caltech.edu/~gravityspy/runs/O3/Virgo/vM3mqmKeui/xiI2EKMOUI.png,22.627
607,1238429390,23.527,33.811,8.75e-21,2920.99,6.25,5809.979004,0,0,1.0,ztyn3eLwrG,V1,Scattered_Light,https://ldas-jobs.ligo.caltech.edu/~gravityspy/runs/O3/Virgo/vM3mqmKeui/ztyn3eLwrG.png,45.255
653,1243491869,26.03,31.694,2.7800000000000003e-21,3551.692,13.25,7071.383301,0,0,1.0,MZrCYGrqjp,V1,Scattered_Light,https://ldas-jobs.ligo.caltech.edu/~gravityspy/runs/${RUN}/Virgo/nbDmoGdMUo/MZrCYGrqjp.png,45.255
666,1250725500,32.656,30.656,8.54e-22,3703.979,10.5,7375.958496,0,0,1.0,XaiQubqdek,V1,Scattered_Light,https://ldas-jobs.ligo.caltech.edu/~gravityspy/runs/${RUN}/Virgo/52MBCMElxp/XaiQubqdek.png,45.255
672,1252339958,30.856,30.281,2.0300000000000002e-21,3583.993,10.25,7128.477539,0,0,1.0,rS5HMcIqGp,V1,Scattered_Light,https://ldas-jobs.ligo.caltech.edu/~gravityspy/runs/${RUN}/Virgo/DQXJKLNUzG/rS5HMcIqGp.png,45.255
723,1243140706,36.38,28.385,1.4400000000000001e-21,3728.798,5.25,7425.595703,0,0,1.0,mSO7H7aGrc,V1,Scattered_Light,https://ldas-jobs.ligo.caltech.edu/~gravityspy/runs/${RUN}/Virgo/h9mgB8mHeo/mSO7H7aGrc.png,22.627
757,1240545372,26.904,27.239,3.0500000000000004e-21,1502.81,2.625,2973.620117,0,0,1.0,g0GBAkOCnK,V1,Scattered_Light,https://ldas-jobs.ligo.caltech.edu/~gravityspy/runs/${RUN}/Virgo/hbUCSCG0Jc/g0GBAkOCnK.png,45.255
760,1238436020,22.751,27.14,5.8800000000000005e-21,1140.999,6.25,2249.998291,0,0,1.0,7Xtmlrn0j2,V1,Scattered_Light,https://ldas-jobs.ligo.caltech.edu/~gravityspy/runs/O3/Virgo/vM3mqmKeui/7Xtmlrn0j2.png,22.627
776,1246592438,40.202,26.586,8.14e-22,3003.716,7.625,5968.407715,0,0,1.0,SmyWzRjJSB,V1,Scattered_Light,https://ldas-jobs.ligo.caltech.edu/~gravityspy/runs/${RUN}/Virgo/UCE24UwU76/SmyWzRjJSB.png,45.255
793,1240536769,32.899,26.288,9.5e-22,2634.428,6.25,5236.856445,0,0,1.0,OJpXUFaCJx,V1,Scattered_Light,https://ldas-jobs.ligo.caltech.edu/~gravityspy/runs/${RUN}/Virgo/hbUCSCG0Jc/OJpXUFaCJx.png,45.255
823,1238390461,22.751,25.679,6.5100000000000005e-21,3464.271,13.25,6896.541992,0,0,1.0,YjUwh2fKYH,V1,Scattered_Light,https://ldas-jobs.ligo.caltech.edu/~gravityspy/runs/O3/Virgo/vM3mqmKeui/YjUwh2fKYH.png,45.255
832,1240344614,32.899,25.307,1.08e-21,2489.561,17.5,4947.122559,0,0,1.0,ovYQS3Zrin,V1,Scattered_Light,https://ldas-jobs.ligo.caltech.edu/~gravityspy/runs/${RUN}/Virgo/cwm0gcv31A/ovYQS3Zrin.png,22.627
838,1252472517,40.202,25.202,5.94e-22,3252.103,6.375,6462.401855,0,0,1.0,A9dypTAJzb,V1,Scattered_Light,https://ldas-jobs.ligo.caltech.edu/~gravityspy/runs/${RUN}/Virgo/ZxowM62S1E/A9dypTAJzb.png,45.255
851,1243139296,34.02,24.879,1.5100000000000002e-21,3582.116,5.25,7132.232422,0,0,1.0,PwWjpLpsDn,V1,Scattered_Light,https://ldas-jobs.ligo.caltech.edu/~gravityspy/runs/${RUN}/Virgo/h9mgB8mHeo/PwWjpLpsDn.png,22.627
886,1252340037,30.856,24.259,1.43e-21,3138.049,10.25,6236.588379,0,0,1.0,JQfM5FXkSt,V1,Scattered_Light,https://ldas-jobs.ligo.caltech.edu/~gravityspy/runs/${RUN}/Virgo/DQXJKLNUzG/JQfM5FXkSt.png,45.255
922,1253754809,32.656,23.795,2.14e-21,3409.167,8.0,6786.334961,0,0,1.0,yG6mCyYYr5,V1,Scattered_Light,https://ldas-jobs.ligo.caltech.edu/~gravityspy/runs/${RUN}/Virgo/EcH1BWC3pW/yG6mCyYYr5.png,45.255
974,1240533622,35.18,23.022,1.5800000000000001e-21,3801.664,3.25,7563.819336,0,0,1.0,DLcXXcrrUz,V1,Scattered_Light,https://ldas-jobs.ligo.caltech.edu/~gravityspy/runs/${RUN}/Virgo/hbUCSCG0Jc/DLcXXcrrUz.png,45.255
978,1238428461,32.899,22.953,1.9000000000000003e-21,3176.615,6.75,6321.230469,0,0,1.0,0ErbC4Ig3s,V1,Scattered_Light,https://ldas-jobs.ligo.caltech.edu/~gravityspy/runs/O3/Virgo/vM3mqmKeui/0ErbC4Ig3s.png,22.627
988,1238408562,24.329,22.832,4.4400000000000004e-21,2869.548,7.975,5707.095215,0,0,1.0,8sTrGH4U2k,V1,Scattered_Light,https://ldas-jobs.ligo.caltech.edu/~gravityspy/runs/O3/Virgo/vM3mqmKeui/8sTrGH4U2k.png,45.255
1048,1253869192,29.585,22.318,1.32e-21,2243.2,6.25,4454.400391,0,0,1.0,S9vMDff87G,V1,Scattered_Light,https://ldas-jobs.ligo.caltech.edu/~gravityspy/runs/${RUN}/Virgo/PsGa0AtEZN/S9vMDff87G.png,45.255
1067,1238415218,38.65,22.139,8.57e-22,2945.908,5.375,5859.81543,0,0,1.0,pT6gmMpOXn,V1,Scattered_Light,https://ldas-jobs.ligo.caltech.edu/~gravityspy/runs/O3/Virgo/vM3mqmKeui/pT6gmMpOXn.png,45.255
1069,1253569949,34.02,22.11,1.24e-21,3369.126,2.5,6698.743652,0,0,1.0,lDWFAfOMMV,V1,Scattered_Light,https://ldas-jobs.ligo.caltech.edu/~gravityspy/runs/${RUN}/Virgo/pT2dRqU6PX/lDWFAfOMMV.png,45.255
1076,1253834039,33.515,22.006,1.1500000000000002e-21,3616.471,2.5,7196.64209,0,0,1.0,LSlB91ZI8L,V1,Scattered_Light,https://ldas-jobs.ligo.caltech.edu/~gravityspy/runs/${RUN}/Virgo/1J1Ditk65m/LSlB91ZI8L.png,45.255
1085,1253806954,32.966,21.873,2.57e-21,2493.6,2.5,4938.42041,0,0,1.0,65VDDLp9qC,V1,Scattered_Light,https://ldas-jobs.ligo.caltech.edu/~gravityspy/runs/${RUN}/Virgo/WUhJ9xD35e/65VDDLp9qC.png,45.255
1115,1252016224,32.899,21.591,9e-22,3984.246,3.667,7932.474609,0,0,1.0,bjW3TpOR8X,V1,Scattered_Light,https://ldas-jobs.ligo.caltech.edu/~gravityspy/runs/${RUN}/Virgo/L0T5DssaPT/bjW3TpOR8X.png,22.627
1178,1240352156,32.899,21.082,9.13e-22,36.338,5.5,40.676109,0,0,1.0,kMSCZLZsWY,V1,Scattered_Light,https://ldas-jobs.ligo.caltech.edu/~gravityspy/runs/${RUN}/Virgo/cwm0gcv31A/kMSCZLZsWY.png,45.255
1199,1252175317,30.566,20.848,1.38e-21,3747.336,13.0,7458.372559,0,0,1.0,eVoimfq1m2,V1,Scattered_Light,https://ldas-jobs.ligo.caltech.edu/~gravityspy/runs/${RUN}/Virgo/4DRMvBkgWz/eVoimfq1m2.png,45.255
1235,1238413445,22.751,20.563,4.65e-21,3192.406,6.125,6352.8125,0,0,1.0,0tbjAVIRcu,V1,Scattered_Light,https://ldas-jobs.ligo.caltech.edu/~gravityspy/runs/O3/Virgo/vM3mqmKeui/0tbjAVIRcu.png,22.627
1259,1253058077,35.18,20.36,8.91e-22,47.183,2.0,45.585529,0,0,1.0,83dnoTHmql,V1,Scattered_Light,https://ldas-jobs.ligo.caltech.edu/~gravityspy/runs/${RUN}/Virgo/9zgDHPZvlX/83dnoTHmql.png,45.255
1306,1238415232,32.899,19.979,1.16e-21,38.215,1.906,36.921581,0,0,1.0,ARqrHwoflU,V1,Scattered_Light,https://ldas-jobs.ligo.caltech.edu/~gravityspy/runs/O3/Virgo/vM3mqmKeui/ARqrHwoflU.png,22.627
1316,1248784173,30.117,19.853,8.45e-22,3269.604,1.872,6499.699707,0,0,1.0,hbDUVij4E7,V1,Scattered_Light,https://ldas-jobs.ligo.caltech.edu/~gravityspy/runs/${RUN}/Virgo/hBKSp8hMHL/hbDUVij4E7.png,45.255
1369,1253863235,32.923,19.562,2.58e-21,1928.011,2.5,3824.02124,0,0,1.0,6bt3kZYPK3,V1,Scattered_Light,https://ldas-jobs.ligo.caltech.edu/~gravityspy/runs/${RUN}/Virgo/PsGa0AtEZN/6bt3kZYPK3.png,45.255
1372,1252005771,31.814,19.531,8.49e-22,926.875,3.5,1821.749756,0,0,1.0,5Y6dNyd5Fe,V1,Scattered_Light,https://ldas-jobs.ligo.caltech.edu/~gravityspy/runs/${RUN}/Virgo/L0T5DssaPT/5Y6dNyd5Fe.png,45.255
1389,1253868048,29.751,19.403,1.04e-21,1338.65,3.0,2642.935303,0,0,1.0,y0oqbMyIUt,V1,Scattered_Light,https://ldas-jobs.ligo.caltech.edu/~gravityspy/runs/${RUN}/Virgo/PsGa0AtEZN/y0oqbMyIUt.png,45.255
1393,1252100500,28.046,19.383,8.01e-22,2965.876,2.0,5892.621094,0,0,1.0,tEk4vRWW0I,V1,Scattered_Light,https://ldas-jobs.ligo.caltech.edu/~gravityspy/runs/${RUN}/Virgo/jwmlA83fGb/tEk4vRWW0I.png,45.255
1404,1238414156,22.001,19.302,7.95e-21,3206.699,11.359,6381.398438,0,0,1.0,3SixcwxrhG,V1,Scattered_Light,https://ldas-jobs.ligo.caltech.edu/~gravityspy/runs/O3/Virgo/vM3mqmKeui/3SixcwxrhG.png,22.627
1406,1246037631,32.899,19.264,8.49e-22,1627.912,2.5,3216.314697,0,0,1.0,2kE67ScghU,V1,Scattered_Light,https://ldas-jobs.ligo.caltech.edu/~gravityspy/runs/${RUN}/Virgo/av6GPO2oiT/2kE67ScghU.png,22.627
1421,1238414728,23.527,19.18,6.53e-21,3813.464,6.75,7594.927246,0,0,1.0,SMuZdCQ54X,V1,Scattered_Light,https://ldas-jobs.ligo.caltech.edu/~gravityspy/runs/O3/Virgo/vM3mqmKeui/SMuZdCQ54X.png,22.627
1425,1241029993,30.117,19.174,9.170000000000001e-22,32.829,2.0,26.149771,0,0,1.0,OfYI6MykMu,V1,Scattered_Light,https://ldas-jobs.ligo.caltech.edu/~gravityspy/runs/${RUN}/Virgo/rBwoVJh1tR/OfYI6MykMu.png,45.255
1440,1238415225,30.117,19.019,1.5800000000000001e-21,3983.241,2.25,7934.48291,0,0,1.0,slCbD9plDs,V1,Scattered_Light,https://ldas-jobs.ligo.caltech.edu/~gravityspy/runs/O3/Virgo/vM3mqmKeui/slCbD9plDs.png,45.255
1455,1246600726,18.877,18.881,8.170000000000001e-21,2378.556,3.75,4725.112793,0,0,1.0,p93MJAam5d,V1,Scattered_Light,https://ldas-jobs.ligo.caltech.edu/~gravityspy/runs/${RUN}/Virgo/UCE24UwU76/p93MJAam5d.png,45.255
1456,1253870508,29.751,18.873,1.3300000000000001e-21,37.342,1.75,38.66782,0,0,1.0,doqQ9wW8Xk,V1,Scattered_Light,https://ldas-jobs.ligo.caltech.edu/~gravityspy/runs/${RUN}/Virgo/PsGa0AtEZN/doqQ9wW8Xk.png,45.255
1467,1248721127,30.659,18.821,1.3700000000000002e-21,3983.241,6.51,7934.48291,0,0,1.0,RgbUmoQ16D,V1,Scattered_Light,https://ldas-jobs.ligo.caltech.edu/~gravityspy/runs/${RUN}/Virgo/jD4RPSyNZL/RgbUmoQ16D.png,45.255
1477,1253053280,32.966,18.764,1.72e-21,40.533,2.0,32.28603,0,0,1.0,4oyVqaohRf,V1,Scattered_Light,https://ldas-jobs.ligo.caltech.edu/~gravityspy/runs/${RUN}/Virgo/QbxWahELFS/4oyVqaohRf.png,45.255
1495,1238390422,36.638,18.581,6.0400000000000005e-22,2634.428,6.875,5236.856445,0,0,1.0,R26HdvtwcI,V1,Scattered_Light,https://ldas-jobs.ligo.caltech.edu/~gravityspy/runs/O3/Virgo/vM3mqmKeui/R26HdvtwcI.png,45.255
1497,1242594982,28.77,18.547,1.13e-21,2634.428,3.0,5236.856445,0,0,1.0,gZgR0Joh00,V1,Scattered_Light,https://ldas-jobs.ligo.caltech.edu/~gravityspy/runs/${RUN}/Virgo/Wi9NnlHcii/gZgR0Joh00.png,45.255
1502,1253857100,25.202,18.528,1.5300000000000002e-21,36.338,2.5,40.676109,0,0,1.0,dupNDBVaJ5,V1,Scattered_Light,https://ldas-jobs.ligo.caltech.edu/~gravityspy/runs/${RUN}/Virgo/1J1Ditk65m/dupNDBVaJ5.png,45.255
1507,1253058444,40.229,18.47,5.0600000000000005e-22,44.77,2.5,50.410381,0,0,1.0,DQavaVWYcl,V1,Scattered_Light,https://ldas-jobs.ligo.caltech.edu/~gravityspy/runs/${RUN}/Virgo/9zgDHPZvlX/DQavaVWYcl.png,45.255
1511,1253144961,32.966,18.433,2.42e-21,2444.174,1.75,4839.567871,0,0,1.0,fCOcFIv9d7,V1,Scattered_Light,https://ldas-jobs.ligo.caltech.edu/~gravityspy/runs/${RUN}/Virgo/j5nPzUym85/fCOcFIv9d7.png,45.255
1527,1253774500,32.966,18.347,1.7400000000000003e-21,35.147,1.75,21.51421,0,0,1.0,oSOXNgieQy,V1,Scattered_Light,https://ldas-jobs.ligo.caltech.edu/~gravityspy/runs/${RUN}/Virgo/EcH1BWC3pW/oSOXNgieQy.png,45.255
1545,1253771098,32.966,18.215,1.5100000000000002e-21,918.329,2.0,1787.878174,0,0,1.0,omGyXuxTWW,V1,Scattered_Light,https://ldas-jobs.ligo.caltech.edu/~gravityspy/runs/${RUN}/Virgo/EcH1BWC3pW/omGyXuxTWW.png,45.255
1546,1252006052,29.751,18.2,9.170000000000001e-22,30.952,1.5,29.904301,0,0,1.0,sWo26AXZOC,V1,Scattered_Light,https://ldas-jobs.ligo.caltech.edu/~gravityspy/runs/${RUN}/Virgo/L0T5DssaPT/sWo26AXZOC.png,22.627
1549,1238412934,35.991,18.19,9e-22,2081.292,2.375,4130.583496,0,0,1.0,6RbLa7af9G,V1,Scattered_Light,https://ldas-jobs.ligo.caltech.edu/~gravityspy/runs/O3/Virgo/vM3mqmKeui/6RbLa7af9G.png,45.255
1559,1240363299,34.02,18.125,6.28e-22,3983.241,2.349,7934.48291,0,0,1.0,tRn0K7csS8,V1,Scattered_Light,https://ldas-jobs.ligo.caltech.edu/~gravityspy/runs/${RUN}/Virgo/nw710haftC/tRn0K7csS8.png,45.255
1568,1238415136,34.02,18.069,1.0600000000000001e-21,308.872,1.5,578.235779,0,0,1.0,X90E9H5V2p,V1,Scattered_Light,https://ldas-jobs.ligo.caltech.edu/~gravityspy/runs/O3/Virgo/vM3mqmKeui/X90E9H5V2p.png,45.255
1616,1252022119,31.814,17.825,6.63e-22,3815.341,2.23,7591.172852,0,0,1.0,tPkdsHG5GV,V1,Scattered_Light,https://ldas-jobs.ligo.caltech.edu/~gravityspy/runs/${RUN}/Virgo/wKyuZ3jlzS/tPkdsHG5GV.png,45.255
1619,1253729830,32.966,17.803,2.1e-21,40.533,4.5,32.28603,0,0,1.0,M2sg48VorO,V1,Scattered_Light,https://ldas-jobs.ligo.caltech.edu/~gravityspy/runs/${RUN}/Virgo/Hkz6SrMiDF/M2sg48VorO.png,45.255
1634,1240352156,31.814,17.729,8.32e-22,38.215,0.75,36.921581,0,0,1.0,qmdNKSz0eI,V1,Scattered_Light,https://ldas-jobs.ligo.caltech.edu/~gravityspy/runs/${RUN}/Virgo/cwm0gcv31A/qmdNKSz0eI.png,45.255
1639,1240533543,28.77,17.709,9.95e-22,1978.094,4.094,3917.258545,0,0,1.0,Iu4Vo5CFZ1,V1,Scattered_Light,https://ldas-jobs.ligo.caltech.edu/~gravityspy/runs/${RUN}/Virgo/hbUCSCG0Jc/Iu4Vo5CFZ1.png,45.255
1655,1253750965,33.279,17.568,1.4200000000000002e-21,35.147,2.0,21.51421,0,0,1.0,P2DdKkKhKU,V1,Scattered_Light,https://ldas-jobs.ligo.caltech.edu/~gravityspy/runs/${RUN}/Virgo/EcH1BWC3pW/P2DdKkKhKU.png,45.255
1659,1253737017,32.966,17.543,1.8700000000000002e-21,3253.847,2.5,6458.913574,0,0,1.0,je140MqJcc,V1,Scattered_Light,https://ldas-jobs.ligo.caltech.edu/~gravityspy/runs/${RUN}/Virgo/Hkz6SrMiDF/je140MqJcc.png,45.255
1674,1249262713,27.064,17.462,1.27e-21,2279.785,1.559,4520.060059,0,0,1.0,u9oD8pWSFI,V1,Scattered_Light,https://ldas-jobs.ligo.caltech.edu/~gravityspy/runs/${RUN}/Virgo/WHd4I7VQmO/u9oD8pWSFI.png,45.255
1687,1252007447,34.02,17.39,5.62e-22,1267.535,1.0,2503.070313,0,0,1.0,SFAQhY99J8,V1,Scattered_Light,https://ldas-jobs.ligo.caltech.edu/~gravityspy/runs/${RUN}/Virgo/L0T5DssaPT/SFAQhY99J8.png,45.255
1689,1253235796,28.77,17.386,8.51e-22,1929.888,2.25,3820.266602,0,0,1.0,ul6skYYYnw,V1,Scattered_Light,https://ldas-jobs.ligo.caltech.edu/~gravityspy/runs/${RUN}/Virgo/o0foksNrOG/ul6skYYYnw.png,45.255
1702,1252005913,30.765,17.312,7.82e-22,37.342,3.0,38.66782,0,0,1.0,ff4uHdwBxQ,V1,Scattered_Light,https://ldas-jobs.ligo.caltech.edu/~gravityspy/runs/${RUN}/Virgo/L0T5DssaPT/ff4uHdwBxQ.png,22.627
1710,1238405227,31.814,17.242,1.0600000000000001e-21,36.602,2.125,41.20488,0,0,1.0,WIL6P314Bw,V1,Scattered_Light,https://ldas-jobs.ligo.caltech.edu/~gravityspy/runs/O3/Virgo/vM3mqmKeui/WIL6P314Bw.png,45.255
1711,1238433000,29.751,17.222,1.2500000000000001e-21,612.564,3.0,1193.12854,0,0,1.0,i5jaO1ZFn4,V1,Scattered_Light,https://ldas-jobs.ligo.caltech.edu/~gravityspy/runs/O3/Virgo/vM3mqmKeui/i5jaO1ZFn4.png,45.255
1720,1253709187,33.279,17.161,1.4200000000000002e-21,35.147,1.5,21.51421,0,0,1.0,pSz4DB4ni8,V1,Scattered_Light,https://ldas-jobs.ligo.caltech.edu/~gravityspy/runs/${RUN}/Virgo/U2Tlpz4G2D/pSz4DB4ni8.png,45.255
1737,1238391904,34.118,17.065,7.82e-22,3872.13,9.5,7712.260254,0,0,1.0,21aTzFhdNF,V1,Scattered_Light,https://ldas-jobs.ligo.caltech.edu/~gravityspy/runs/O3/Virgo/vM3mqmKeui/21aTzFhdNF.png,45.255
1746,1240348811,30.765,17.015,9.050000000000001e-22,3582.116,4.0,7132.232422,0,0,1.0,EJh694w0Yb,V1,Scattered_Light,https://ldas-jobs.ligo.caltech.edu/~gravityspy/runs/${RUN}/Virgo/cwm0gcv31A/EJh694w0Yb.png,45.255
1754,1253862005,29.751,16.967,1.04e-21,2651.052,2.938,5270.102539,0,0,1.0,HiTF4Vr3sP,V1,Scattered_Light,https://ldas-jobs.ligo.caltech.edu/~gravityspy/runs/${RUN}/Virgo/1J1Ditk65m/HiTF4Vr3sP.png,22.627
1755,1245982838,29.063,16.965,1.46e-21,1464.006,1.5,2888.502197,0,0,1.0,4Z569dllp6,V1,Scattered_Light,https://ldas-jobs.ligo.caltech.edu/~gravityspy/runs/${RUN}/Virgo/m04VK2OOfd/4Z569dllp6.png,45.255
1758,1243145473,29.751,16.961,1.18e-21,3489.112,2.0,6946.224609,0,0,1.0,yZO7ykj0zu,V1,Scattered_Light,https://ldas-jobs.ligo.caltech.edu/~gravityspy/runs/${RUN}/Virgo/h9mgB8mHeo/yZO7ykj0zu.png,22.627
1769,1253768136,32.966,16.898,1.8400000000000002e-21,1507.005,2.5,2965.22998,0,0,1.0,65cOILNPDP,V1,Scattered_Light,https://ldas-jobs.ligo.caltech.edu/~gravityspy/runs/${RUN}/Virgo/EcH1BWC3pW/65cOILNPDP.png,45.255
1777,1238405206,18.877,16.874,1.37e-20,3945.854,8.75,7859.70752,0,0,1.0,xnyNdB19Nx,V1,Scattered_Light,https://ldas-jobs.ligo.caltech.edu/~gravityspy/runs/O3/Virgo/vM3mqmKeui/xnyNdB19Nx.png,45.255
1796,1253145529,32.966,16.76,1.8700000000000002e-21,2085.487,2.0,4122.193359,0,0,1.0,GYmTA22ZgW,V1,Scattered_Light,https://ldas-jobs.ligo.caltech.edu/~gravityspy/runs/${RUN}/Virgo/j5nPzUym85/GYmTA22ZgW.png,45.255
1813,1239995358,19.056,16.65,6.490000000000001e-21,2534.013,3.0,5036.026367,0,0,1.0,GWh5BZEMHj,V1,Scattered_Light,https://ldas-jobs.ligo.caltech.edu/~gravityspy/runs/${RUN}/Virgo/1humII9Vn3/GWh5BZEMHj.png,45.255
1814,1253448963,34.02,16.649,7.45e-22,3030.486,5.5,6028.972168,0,0,1.0,z8fBux1XVm,V1,Scattered_Light,https://ldas-jobs.ligo.caltech.edu/~gravityspy/runs/${RUN}/Virgo/LrmIWYLmtZ/z8fBux1XVm.png,22.627
1816,1238415038,37.62,16.643,6.56e-22,3883.751,2.125,7727.993652,0,0,1.0,mO4Pcx3bfX,V1,Scattered_Light,https://ldas-jobs.ligo.caltech.edu/~gravityspy/runs/O3/Virgo/vM3mqmKeui/mO4Pcx3bfX.png,45.255
1820,1253747431,32.966,16.624,1.79e-21,47.183,2.0,45.585529,0,0,1.0,0sjogadp08,V1,Scattered_Light,https://ldas-jobs.ligo.caltech.edu/~gravityspy/runs/${RUN}/Virgo/EcH1BWC3pW/0sjogadp08.png,45.255
1824,1249572788,42.952,16.596,3.82e-22,1563.095,5.0,3094.190186,0,0,1.0,r0zKtIASNL,V1,Scattered_Light,https://ldas-jobs.ligo.caltech.edu/~gravityspy/runs/${RUN}/Virgo/3B9jfiAP5a/r0zKtIASNL.png,45.255
1825,1238471230,31.814,16.584,1.07e-21,2625.649,2.375,5219.29834,0,0,1.0,WS2vwGiiMl,V1,Scattered_Light,https://ldas-jobs.ligo.caltech.edu/~gravityspy/runs/O3/Virgo/51Huql6tYv/WS2vwGiiMl.png,22.627
1826,1238471230,31.814,16.584,1.07e-21,2625.649,2.375,5219.29834,0,0,1.0,H7SFr94KDY,V1,Scattered_Light,https://ldas-jobs.ligo.caltech.edu/~gravityspy/runs/O3/Virgo/OcrwHrGz8y/H7SFr94KDY.png,22.627
1828,1238392741,23.468,16.582,3.01e-21,3881.874,10.75,7731.748047,0,0,1.0,H6s3MVzZbX,V1,Scattered_Light,https://ldas-jobs.ligo.caltech.edu/~gravityspy/runs/O3/Virgo/vM3mqmKeui/H6s3MVzZbX.png,45.255
1831,1253782583,32.656,16.559,1.4700000000000001e-21,296.549,2.75,558.878418,0,0,1.0,0LdOiEUMZN,V1,Scattered_Light,https://ldas-jobs.ligo.caltech.edu/~gravityspy/runs/${RUN}/Virgo/pKTCff8Iwr/0LdOiEUMZN.png,45.255
1838,1238408690,45.372,16.496,4.08e-22,3881.874,11.25,7731.748047,0,0,1.0,qhgUMqh3vr,V1,Scattered_Light,https://ldas-jobs.ligo.caltech.edu/~gravityspy/runs/O3/Virgo/vM3mqmKeui/qhgUMqh3vr.png,45.255
1842,1252020805,35.18,16.488,4.65e-22,1350.829,0.875,2662.148193,0,0,1.0,kKMd3QXIO5,V1,Scattered_Light,https://ldas-jobs.ligo.caltech.edu/~gravityspy/runs/${RUN}/Virgo/wKyuZ3jlzS/kKMd3QXIO5.png,45.255
1843,1240348783,36.638,16.484,5.090000000000001e-22,3882.721,1.8,7730.055176,0,0,1.0,03yQr9otKq,V1,Scattered_Light,https://ldas-jobs.ligo.caltech.edu/~gravityspy/runs/${RUN}/Virgo/cwm0gcv31A/03yQr9otKq.png,45.255
1854,1253839662,32.966,16.451,1.88e-21,1557.972,4.0,3067.164063,0,0,1.0,4c1epQfcTo,V1,Scattered_Light,https://ldas-jobs.ligo.caltech.edu/~gravityspy/runs/${RUN}/Virgo/1J1Ditk65m/4c1epQfcTo.png,45.255
1858,1251787463,27.064,16.438,1.1400000000000001e-21,3983.241,3.763,7934.48291,0,0,1.0,7ziSqu9644,V1,Scattered_Light,https://ldas-jobs.ligo.caltech.edu/~gravityspy/runs/${RUN}/Virgo/KYFScnDj3f/7ziSqu9644.png,45.255
1862,1253552899,32.966,16.411,1.57e-21,1932.206,2.375,3815.631104,0,0,1.0,mWvR7VTUsY,V1,Scattered_Light,https://ldas-jobs.ligo.caltech.edu/~gravityspy/runs/${RUN}/Virgo/pT2dRqU6PX/mWvR7VTUsY.png,45.255
1863,1253790521,32.966,16.407,1.73e-21,30.479,2.0,21.449579,0,0,1.0,FLzlg1FqXB,V1,Scattered_Light,https://ldas-jobs.ligo.caltech.edu/~gravityspy/runs/${RUN}/Virgo/pKTCff8Iwr/FLzlg1FqXB.png,45.255
1879,1253766404,32.966,16.335,1.7400000000000003e-21,35.147,2.25,21.51421,0,0,1.0,TOatMgJAwS,V1,Scattered_Light,https://ldas-jobs.ligo.caltech.edu/~gravityspy/runs/${RUN}/Virgo/EcH1BWC3pW/TOatMgJAwS.png,45.255
1887,1253835149,32.966,16.297,1.6900000000000001e-21,35.147,2.75,21.51421,0,0,1.0,wIacu8P3ty,V1,Scattered_Light,https://ldas-jobs.ligo.caltech.edu/~gravityspy/runs/${RUN}/Virgo/1J1Ditk65m/wIacu8P3ty.png,45.255
